"Source","Target"
"Amnestrogen","GRN"
"FENTANYL-87","GRN"
"ELLESTE SOLO MX 80","GRN"
"INDODERM","GRN"
"Atrophate","GRN"
"Gonadotropin, Chorionic","GRN"
"CEA-CIDE","GRN"
"Estraderm MX 100","GRN"
"INOVEN","GRN"
"SCH-57068","GRN"
"ODANACATIB","GRN"
"RO 67-3189/000","GRN"
"FLEXIMEX","GRN"
"Rheuflex 500","GRN"
"BRUFEN RET","GRN"
"Ranfaxine XL","GRN"
"Artracin Sr","GRN"
"INDOFLEX","GRN"
"Ibuderm","GRN"
"FEMOGEN","GRN"
"Triostat","GRN"
"INDOMOD","GRN"
"Sacituzumab govitecan","GRN"
"Rimafen","GRN"
"Nurofen 400","GRN"
"INDOCID RET","GRN"
"Flexin-75 Continus","GRN"
"Rilutek","GRN"
"Follutein","GRN"
"ESMYA","GRN"
"Evista","GRN"
"ELLA","GRN"
"Ora-Testryl","GRN"
"Indocin","GRN"
"A.P.L.","GRN"
"Aprotinin","GRN"
"Proflex","GRN"
"Fluoxymesterone","GRN"
"IBUTIME","GRN"
"Fortesta","GRN"
"Motrin Migraine Pain","GRN"
"PROCHLORPERAZINE","GRN"
"RP-9921","GRN"
"Dusigitumab","GRN"
"RIMOXYN","GRN"
"Chorionic gonadotrophin","GRN"
"4-OHT","GRN"
"Nuprin","GRN"
"BAYER A 128","GRN"
"Estraderm TTS 25","GRN"
"Lobufen","GRN"
"CR011","GRN"
"ORG 3770","GRN"
"MEDI-573","GRN"
"VAGIFEM","GRN"
"Rimacid","GRN"
"ARTRACIN","GRN"
"TRASYLOL","GRN"
"Ec-Naprosyn","GRN"
"Therex","GRN"
"Stemetil Eff","GRN"
"Arzoxifene","GRN"
"Arkolamyl","GRN"
"GYNERGON","GRN"
"Sinepin","GRN"
"GLEMBATUMUMAB VEDOTIN","GRN"
"IMBRILON","GRN"
"PROFLEX SR","GRN"
"Raloxifene","GRN"
"PROVIR","GRN"
"IBUPROHM","GRN"
"Cytomel","GRN"
"Androgel","GRN"
"Neostigmine","GRN"
"Gynoestryl","GRN"
"STRIANT SR","GRN"
"VA2914","GRN"
"CDX-011","GRN"
"Motrin Ib","GRN"
"Afimoxifene","GRN"
"ZK-230211","GRN"
"Mometasone Furoate Monohydrate","GRN"
"Mevinacor","GRN"
"Gvnodiol","GRN"
"DUROGESIC","GRN"
"PREGNYL","GRN"
"Telapristone Acetate","GRN"
"ESTROGENS, ESTERIFIED","GRN"
"Tonpular XL","GRN"
"Lyrica","GRN"
"Indotard MR 75","GRN"
"Lonaprisan","GRN"
"Pediatric Advil","GRN"
"Prochieve","GRN"
"Compazine","GRN"
"Prosaid","GRN"
"ZYPREXA ZYDIS","GRN"
"DERMESTRIL SEPTEM 50","GRN"
"GONADOTRAPHON LH","GRN"
"Gonadorelin","GRN"
"PREMARIN","GRN"
"MK-0822","GRN"
"Striant","GRN"
"INDOPTOL","GRN"
"Ibumousse","GRN"
"RHEUFLEX 250","GRN"
"BAYER-A-128","GRN"
"Deep Relief","GRN"
"Thyrolar-2","GRN"
"Proellex","GRN"
"Ulipristal acetate ","GRN"
"Anadin Joint Pain","GRN"
"TUCATINIB","GRN"
"ESTRADERM MX 75","GRN"
"EVOREL 50","GRN"
"Evorel 100","GRN"
"T3 (LIOTRIX)","GRN"
"Nurofen Child","GRN"
"Fluocinolide","GRN"
"ANADIN PERIOD PAIN RELIEF","GRN"
"PROELLEXTM","GRN"
"Alendronate","GRN"
"ASTUDAL 5","GRN"
"Ratacand","GRN"
"T-DM1","GRN"
"Asmanex","GRN"
"FLUVASTATIN","GRN"
"REMERON","GRN"
"BAY86-5044","GRN"
"INDOMAX-75 SR","GRN"
"ESTERIFIED ESTROGENS","GRN"
"PHENSIC","GRN"
"REMERON SOLTAB","GRN"
"Riluzole","GRN"
"ACCOLATE","GRN"
"Mandafen","GRN"
"Androxy","GRN"
"Thyrolar-0.25","GRN"
"INTRINSA","GRN"
"Fluoximesterone","GRN"
"Ibular","GRN"
"DURAGESIC-12","GRN"
"FCE-21336","GRN"
"CDB-2914","GRN"
"YEMEX","GRN"
"Euthroid-1","GRN"
"Estrace","GRN"
"RU-44675","GRN"
"Reparixin","GRN"
"Fentanyl-62","GRN"
"RHEUMACIN LA","GRN"
"INDOCIN SR","GRN"
"Menorest 37.5","GRN"
"HuHMFG1","GRN"
"RP 54274","GRN"
"Lidex-E","GRN"
"CP-724714","GRN"
"Progestyl","GRN"
"EVEX","GRN"
"HALOTESTIN","GRN"
"Ulipristal acet","GRN"
"Fulyzaq","GRN"
"ARRY-380","GRN"
"INDOMAX-25","GRN"
"TEGLUTIK","GRN"
"Euthroid-3","GRN"
"CDB-4124","GRN"
"ONT-380","GRN"
"MGAH22","GRN"
"FENTALIS RESERVOIR","GRN"
"Tertroxin","GRN"
"RG6046","GRN"
"FLEXIN-25 CONTINUS","GRN"
"RELEFACT LH-RH","GRN"
"MM-302","GRN"
"ATROPEN","GRN"
"TIVORBEX","GRN"
"Triiodothyronine (T3 Or Liothyronine, Active) (6-11%)","GRN"
"R1550","GRN"
"Isopto Atropine","GRN"
"BN-83495","GRN"
"FLEXIN-50 CONTINUS","GRN"
"METOSYN","GRN"
"CR011-VCMMAE","GRN"
"Atroject","GRN"
"humanized IgG1 monoclonal antibody","GRN"
"CAL","GRN"
"Menest","GRN"
"Profast","GRN"
"IROSUSTAT","GRN"
"EM-652","GRN"
"MOAB HuHMFG1","GRN"
"GDC-0810","GRN"
"PROFASI","GRN"
"humanized human milk fat globule-1 monoclonal antibody","GRN"
"Thyrolar-1","GRN"
"Human Chorionic Gonadotropin","GRN"
"SP-303","GRN"
"Ellaone","GRN"
"ICI-204219","GRN"
"Euthroid-0.5","GRN"
"Human gonadoliberin-i","GRN"
"667 COUMATE","GRN"
"humanized IgG1 monoclonal antibody HMFG-1","GRN"
"Virend","GRN"
"Progenta","GRN"
"(S)-Equol","GRN"
"Ro-673189000","GRN"
"Zispin","GRN"
"Thyrolar-5","GRN"
"Thyrolar-0.5","GRN"
"ICI 204,219","GRN"
"BRE-3 90Y","GRN"
"NERAMEXANE MESYLATE","CHRNA9"
"CHEMBL2109238","CHRNA9"
"CHEMBL2492","CHRNA9"
"Encenicline","CHRNA9"
"MT-4666","CHRNA9"
"EVP-6124","CHRNA9"
"SSR180711C","CHRNA9"
"MEM-3454","CHRNA9"
"RG-3487","CHRNA9"
"ND0801","CHRNA9"
"AZD-0328","CHRNA9"
"PHA-543613","CHRNA9"
"TC-5619","CHRNA9"
"APN-1125","CHRNA9"
"Anvylic-3288","CHRNA9"
"XY-4083","CHRNA9"
"UCI-4083","CHRNA9"
"CCMI","CHRNA9"
"ABT-107","CHRNA9"
"ATG003","CHRNA9"
"Galantamine","CHRNA9"
"Lobeline","CHRNA9"
"RPI-78M","CHRNA9"
"Tetraethylammonium","CHRNA9"
"Amantadine","CHRNA9"
"Amobarbital","CHRNA9"
"Aprobarbital","CHRNA9"
"Barbital","CHRNA9"
"Barbituric acid derivative","CHRNA9"
"Butabarbital","CHRNA9"
"Butalbital","CHRNA9"
"Butobarbital","CHRNA9"
"Choline","CHRNA9"
"Choline salicylate","CHRNA9"
"Cytisine","CHRNA9"
"Epibatidine","CHRNA9"
"GTS-21","CHRNA9"
"Heptabarbital","CHRNA9"
"Hexobarbital","CHRNA9"
"Metharbital","CHRNA9"
"Methylphenobarbital","CHRNA9"
"Phenobarbital","CHRNA9"
"Primidone","CHRNA9"
"Secobarbital","CHRNA9"
"Talbutal","CHRNA9"
"Tubocurarine","CHRNA9"
"Neramexane","CHRNA9"
"CARGLUMIC ACID","MADD"
"OE-312 (Laboratory-Code-Designation)","MADD"
"CARBAGLU","MADD"
"OE 312 (LABORATORY CODE DESIGNATION)","MADD"
"CHEMBL2362990","MADD"
"Ammonia","MADD"
"VALDOXAN","MADD"
"Ramelteon","MADD"
"HETLIOZ","MADD"
"Tasimelteon","MADD"
"TAK-375","MADD"
"VEC-162","MADD"
"Rozerem","MADD"
"BMS-214778","MADD"
"MIPOMERSEN","APOB"
"CHEMBL2363043","EPHA1"
"KB-004","EPHA1"
"CHEMBL4954","EPHA1"
"SOFINICLINE","CHRNA2"
"NiQuitin Mint","CHRNA2"
"Nicotinell TTS 30","CHRNA2"
"NICOTINELL TTS 20","CHRNA2"
"NIQUITIN STRIPS MINT","CHRNA2"
"NICOTINELL TTS 10","CHRNA2"
"Stoppers","CHRNA2"
"NICOTINELL SUPPORT","CHRNA2"
"Dexmecamylamine","CHRNA2"
"ABT-894","CHRNA2"
"TC-5214","CHRNA2"
"NICOPATCH","CHRNA2"
"TC-1734","CHRNA2"
"Pozanicline","CHRNA2"
"TC-01734","CHRNA2"
"AZD3480","CHRNA2"
"TC-6683","CHRNA2"
"NICORETTE INVISI","CHRNA2"
"CP-601,927","CHRNA2"
"Habitrol","CHRNA2"
"A-422894.0","CHRNA2"
"NIH-11008","CHRNA2"
"SB-649868","HCRTR1"
"GSK649868","HCRTR1"
"CHEMBL5113","HCRTR1"
"LEMBOREXANT","HCRTR1"
"E-2006","HCRTR1"
"Suvorexant","HCRTR1"
"BELSOMRA","HCRTR1"
"MK-4305","HCRTR1"
"FAMPYRA","CACNA1A"
"Ampyra","CACNA1A"
"FAMPRIDINE","CACNA1A"
"CHEMBL2363032","CACNA1H"
"TERODILINE","CACNA1H"
"MICTURIN 25","CACNA1H"
"MICTURIN 12.5","CACNA1H"
"TERODILINE HYDROCHLORIDE","CACNA1H"
"Terodiline HCl","CACNA1H"
"VASCOR","CACNA1H"
"Bepridil HCl","CACNA1H"
"CERM 1978","CACNA1H"
"Bepadin","CACNA1H"
"BEPRIDIL HYDROCHLORIDE","CACNA1H"
"ATAGABALIN","CACNA1H"
"ALZAIN","CACNA1H"
"Lyrica cr","CACNA1H"
"MJF-12637","CACNA1H"
"SULOCTIDIL","CACNA1H"
"CP-556S","CACNA1H"
"CHEMBL1800","CACNA1H"
"NBI-77860","CACNA1H"
"GSK561679","CACNA1H"
"GSK561679A","CACNA1H"
"Crf1 Antagonist","CACNA1H"
"BMS562086","CACNA1H"
"GW-876008","CACNA1H"
"Emicerfont","CACNA1H"
"GW876008X","CACNA1H"
"ONO-2333Ms","CACNA1H"
"Corticorelin ovine triflutate","CACNA1H"
"MILONTIN","CACNA1H"
"EMESIDE","CACNA1H"
"ETHOSUXIMIDE","CACNA1H"
"PHENSUXIMIDE","CACNA1H"
"ZARONTIN","CACNA1H"
"CI-366","CACNA1H"
"ISOETHADIONE","CACNA1H"
"CN-10,395","CACNA1H"
"PARAMETHADIONE","CACNA1H"
"POSICOR 100","CACNA1H"
"Celontin","CACNA1H"
"SUXINUTIN","CACNA1H"
"MESUXIMIDE","CACNA1H"
"TROXIDONE","CACNA1H"
"METHSUXIMIDE","CACNA1H"
"CN-10395","CACNA1H"
"PM-671","CACNA1H"
"PARADIONE","CACNA1H"
"Trimethadione","CACNA1H"
"Tridione","CACNA1H"
"POSICOR 50","CACNA1H"
"Posicor","CACNA1H"
"GKE-841","CACNA2D3"
"AWD21-360","CACNA2D3"
"Ezogabine","CACNA2D3"
"Retigabine","CACNA2D3"
"WAY-143841","CACNA2D3"
"D-23129","CACNA2D3"
"Trobalt","CACNA2D3"
"GW582892X","CACNA2D3"
"Potiga","CACNA2D3"
"Mibampator","CACNG4"
"LY-451395","CACNG4"
"Perampanel","CACNG4"
"Trokendi XR","CACNG4"
"Zonampanel","CACNG4"
"ORG-26576","CACNG4"
"BGG492","CACNG4"
"TOPAMAX SPRINKLE","CACNG4"
"FYCOMPA","CACNG4"
"SCH-900460","CACNG4"
"E2007","CACNG4"
"ORG-24448","CACNG4"
"Topamax","CACNG4"
"Selurampanel","CACNG4"
"ER-155055-90","CACNG4"
"YM872","CACNG4"
"CX-691","CACNG4"
"LY-293558","CACNG4"
"PF-03475952","CACNA2D2"
"CHEMBL3232692","CACNA2D2"
"Bivatuzumab","CACNA2D2"
"BIWA-1-DM1","CACNA2D2"
"BIVATUZUMAB MERTANSINE","CACNA2D2"
"Hyaluronic acid","CACNA2D2"
"AXALID","CACNA2D2"
"Rewisca","CACNA2D2"
"CHEMBL3055","CDK20"
"ALVOCIDIB","CDK20"
"HMR 1275","CDK20"
"Phosphonothreonine","CDK20"
"Secretin Synthetic Human","SCTR"
"CHIRHOSTIM","SCTR"
"CHEMBL1925","SCTR"
"Secretin Synthetic Porcine","SCTR"
"Secreflo","SCTR"
"SECRETIN-KABI","SCTR"
"Secretin-Ferring","SCTR"
"Geref","SCTR"
"Sermorelin Acetate","SCTR"
"SERMORELIN","SCTR"
"CHEMBL2032","SCTR"
"EGRIFTA","SCTR"
"TESAMORELIN ACETATE","SCTR"
"RO5073031","SCTR"
"CHEMBL1784","SCTR"
"DULAGLUTIDE","SCTR"
"Saxenda","SCTR"
"Liraglutide Recombinant","SCTR"
"Lyxumia","SCTR"
"EXENATIDE SYNTHETIC","SCTR"
"AC2993","SCTR"
"Albiglutide","SCTR"
"Glucagon hydrochloride","SCTR"
"CHEMBL1985","SCTR"
"Crotedumab","SCTR"
"Glucagen","SCTR"
"GlucaGen Hypokit","SCTR"
"GLUCAGON RECOMBINANT","SCTR"
"SAR425899","SCTR"
"Paroidin","SCTR"
"Parathyroid hormone","SCTR"
"PREOTACT","SCTR"
"ALX1-11","SCTR"
"CHEMBL1793","SCTR"
"Tymlos","SCTR"
"Abaloparatide","SCTR"
"BA058","SCTR"
"BIM-44058","SCTR"
"FORTEO","SCTR"
"Teriparatide Recombinant Human","SCTR"
"FORSTEO","SCTR"
"TERIPARATIDE","SCTR"
"Teriparatide acetate","SCTR"
"PARATHAR","SCTR"
"HPTH 1-34 (Acetate salt)","SCTR"
"ELSIGLUTIDE","SCTR"
"ZP-1846","SCTR"
"CHEMBL5844","SCTR"
"TEDUGLUTIDE RECOMBINANT","SCTR"
"TEDUGLUTIDE","SCTR"
"ALX-0600","SCTR"
"GATTEX KIT","SCTR"
"Secretin human","SCTR"
"Tesamorelin","SCTR"
"CHEMBL2120","FGF14"
"NAPHURIDE","FGF14"
"SURAMIN HEXASODIUM","FGF14"
"Suramin sodium","FGF14"
"CI-1003","FGF14"
"5-AMINO-NAPHTALENE-2-MONOSULFONATE","FGF14"
"Formic acid","FGF14"
"Naphthalene Trisulfonate","FGF14"
"O2-Sulfo-Glucuronic Acid","FGF14"
"Abituzumab","FGF14"
"ETARATUZUMAB","FGF14"
"CNTO-095","FGF14"
"ETARACIZUMAB","FGF14"
"ABEGRIN","FGF14"
"INTETUMUMAB","FGF14"
"CNTO-95","FGF14"
"STX-100","FGF14"
"ALD403","FGF14"
"DI17E6","FGF14"
"C7E3","FGF14"
"BYK-20869","PDE4A"
"FLAVOXATE","PDE4A"
"BY-217","PDE4A"
"Eucrisa","PDE4A"
"NEOTHYLLINE","PDE4A"
"DAXAS","PDE4A"
"Otezla","PDE4A"
"CHX 3673","PDE4A"
"Diprophylline","PDE4A"
"Aphthasol","PDE4A"
"GLYPHYLLINE","PDE4A"
"AN2728","PDE4A"
"CC-10004","PDE4A"
"Crisaborole","PDE4A"
"Apremilast","PDE4A"
"DILOR-400","PDE4A"
"Lufyllin","PDE4A"
"Dilor","PDE4A"
"AA-673","PDE4A"
"CHEMBL4409","PDE2A"
"CHEMBL2363066","PDE2A"
"TRENTAL 100","PDE2A"
"BL 191","PDE2A"
"2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline","PDE2A"
"2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline","PDE2A"
"2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline","PDE2A"
"4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole","PDE2A"
"6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE","PDE2A"
"6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE","PDE2A"
"Papaverine","PDE2A"
"Tofisopam","PDE2A"
"Triflusal","PDE2A"
"3-isobutyl-1-methyl-7H-xanthine","PDE2A"
"5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide","PDE2A"
"Avanafil","PDE2A"
"Gamma-Glutamyl[S-(2-Iodobenzyl)Cysteinyl]Glycine","PDE2A"
"Guanosine-5'-Monophosphate","PDE2A"
"Molsidomine","PDE2A"
"OSI-461","PDE2A"
"Udenafil","PDE2A"
"Vardenafil","PDE2A"
"SPEDRA","PDE2A"
"Levitra","PDE2A"
"VIZARSIN","PDE2A"
"Stendra","PDE2A"
"TA-1790","PDE2A"
"Cialis","PDE2A"
"REVATIO","PDE2A"
"DA-8159","PDE2A"
"GSK2190915B","ALOX5AP"
"CHEMBL4550","ALOX5AP"
"FIBOFLAPON SODIUM","ALOX5AP"
"Sodium Salt","ALOX5AP"
"GSK2190915A","ALOX5AP"
"AM103","ALOX5AP"
"DG031","ALOX5AP"
"UCINE","ALOX5AP"
"MESALAMINE","ALOX5AP"
"Asacol","ALOX5AP"
"Zileuton","ALOX5AP"
"Colizine","ALOX5AP"
"ROWASA","ALOX5AP"
"A-85761.0","ALOX5AP"
"PENTASA","ALOX5AP"
"SALAZOSULFAPYRIDINE","ALOX5AP"
"ABBOTT-85761","ALOX5AP"
"MESREN MR","ALOX5AP"
"Meclofenamate","ALOX5AP"
"SALAZOPYRIN-EN","ALOX5AP"
"CANASA","ALOX5AP"
"INF-4668","ALOX5AP"
"A-85761","ALOX5AP"
"Balsalazide","ALOX5AP"
"MEZAVANT XL","ALOX5AP"
"Mesalazine ","ALOX5AP"
"Meclodium","ALOX5AP"
"SULPHASALAZINE","ALOX5AP"
"Meclomen","ALOX5AP"
"APRISO","ALOX5AP"
"Salofalk","ALOX5AP"
"DELZICOL","ALOX5AP"
"ATRELEUTON","ALOX5AP"
"Azulfidine EN-Tabs","ALOX5AP"
"LIALDA","ALOX5AP"
"Sfrowasa","ALOX5AP"
"Meclofenamic Acid","ALOX5AP"
"Salazopyrin E.C.","ALOX5AP"
"Sulfasalazine","ALOX5AP"
"SAS-500","ALOX5AP"
"SALAZOPYRIN","ALOX5AP"
"SALICYLAZOSULFAPYRIDINE","ALOX5AP"
"PENTASA SR","ALOX5AP"
"ABT-761","ALOX5AP"
"Azulfidine EN","ALOX5AP"
"IPOCOL","ALOX5AP"
"AZULFIDINE","ALOX5AP"
"FISALAMINE","ALOX5AP"
"S.A.S.-500","ALOX5AP"
"Olsalazine","ALOX5AP"
"COLTEC EC","ALOX5AP"
"OCTASA","ALOX5AP"
"ASACOL HD","ALOX5AP"
"ZYFLO CR","ALOX5AP"
"S.A.S.","ALOX5AP"
"Dipentum","ALOX5AP"
"CI-583","ALOX5AP"
"CHEMBL2842","PDE6A"
"AP-23573","PDE6A"
"GDC-0349","PDE6A"
"RG-7603","PDE6A"
"Palomid-529","PDE6A"
"P-529","PDE6A"
"Pexid","PDE6A"
"Perhexiline Maleate","PDE6A"
"PEXSIG","PDE6A"
"PWT-33579","PDE6A"
"CC-115","PDE6A"
"AP1903","PDE6A"
"Pimecrolimus","PDE6A"
"Perhexiline","PDE6A"
"CHEMBL1997","SLC29A1"
"Didanosine","SLC29A1"
"Fluorouracil","SLC29A1"
"Gemcitabine","SLC29A1"
"Tegafur-uracil","SLC29A1"
"Trifluridine","SLC29A1"
"Uridine","SLC29A1"
"Zalcitabine","SLC29A1"
"TANESPIMYCIN","SLC29A1"
"Retaspimycin","SLC29A1"
"SODIUM DICHLOROACETATE","SYNE1"
"DCA","SYNE1"
"CPC-211","SYNE1"
"CERESINE","SYNE1"
"HGP-1","PINK1"
"LOTEPREDNOL ETABONATE","PINK1"
"CDDD 5604","PINK1"
"Loteprednol","PINK1"
"AIREX","PINK1"
"LOTEMAX","PINK1"
"P-5604","PINK1"
"ALREX","PINK1"
"Econopred","PINK1"
"Pred Mild","PINK1"
"PRED FTE","PINK1"
"FLO-PRED","PINK1"
"METICORTELONE","PINK1"
"Prednisolone Acetate","PINK1"
"Ultracortenol","PINK1"
"PRED FORTE","PINK1"
"OMNIPRED","PINK1"
"CHEMBL264","HRH3"
"Irdabisant","HRH3"
"CEP-26401","HRH3"
"GSK189254","HRH3"
"PF-03654764","HRH3"
"Tiprolisant","HRH3"
"Wakix","HRH3"
"Pitolisant","HRH3"
"BF2.649","HRH3"
"JNJ-17216498","HRH3"
"Betahistine","HRH3"
"BAVISANT","HRH3"
"JNJ-31001074","HRH3"
"CIPRALISANT MALEATE","HRH3"
"PERCEPTIN","HRH3"
"GT2331","HRH3"
"OBE101","HRH3"
"Olopatadine","HRH3"
"JNJ-38518168","HRH3"
"PF-03893787","HRH3"
"PF-3893787","HRH3"
"ZPL-3893787","HRH3"
"Toreforant","HRH3"
"UR-63325","HRH3"
"MENTHOL","INPP5F"
"Muirs","INPP5F"
"Aquasoothe","INPP5F"
"Therapeutic Mineral Ice","INPP5F"
"Arjun","INPP5F"
"RACEMENTHOL","INPP5F"
"FISHERMAN'S FRIEND LOZENGES","INPP5F"
"KARVOL","INPP5F"
"Aqua-Cool","INPP5F"
"DL-Menthol","INPP5F"
"TIXYLIX DECONGESTANT INH","INPP5F"
"DERMACOOL","INPP5F"
"MEGGEZONES","INPP5F"
"CATARRH","INPP5F"
"VOCALZONE","INPP5F"
"Lockets","INPP5F"
"HALLS","INPP5F"
"CHEMBL1075319","INPP5F"
"(S)-camphor","INPP5F"
"Camphor","INPP5F"
"Tetrahydrocannabivarin","INPP5F"
"Methyltheobromine","ADORA3"
"Theoclear-200","ADORA3"
"Theobid","ADORA3"
"NUELIN SA-250","ADORA3"
"Pro-Vent","ADORA3"
"QUIBRON-T/SR","ADORA3"
"T-Phyl","ADORA3"
"NODOZ CAPLETS AND CHEWABLE TABLETS","ADORA3"
"ZANTHINE","ADORA2B"
"Coffeine","ADORA2B"
"XIAFLEX","GAK"
"Collagenase","GAK"
"Santyl","GAK"
"OCRIPLASMIN","GAK"
"COLLAGENASE CLOSTRIDIUM HISTOLYTICUM","GAK"
"AA4500","GAK"
"CHEMBL3024","POLE3"
"Volasertib","POLE3"
"GSK-461364","POLE3"
"GSK-461364A","POLE3"
"IVX-214","POLE3"
"HMN-214","POLE3"
"TAK-960","POLE3"
"1-[5-methyl-2-(trifluoromethyl)furan-3-yl]-3-[(2Z)-5-(2-{[6-(1H-1,2,4-triazol-3-ylamino)pyrimidin-4-yl]amino}ethyl)-1,3-thiazol-2(3H)-ylidene]urea","POLE3"
"3-[3-(3-methyl-6-{[(1S)-1-phenylethyl]amino}-1H-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide","POLE3"
"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol","POLE3"
"4-(4-METHYLPIPERAZIN-1-YL)-N-[5-(2-THIENYLACETYL)-1,5-DIHYDROPYRROLO[3,4-C]PYRAZOL-3-YL]BENZAMIDE","POLE3"
"CHEMBL2363042","POLA1"
"GEMZAR","POLA1"
"GEMCITABINE HYDROCHLORIDE","POLA1"
"Gemcitabine HCl","POLA1"
"Depocyte","POLA1"
"Alexan","POLA1"
"Oforta","POLA1"
"CLOLAR","POLA1"
"EVOLTRA","POLA1"
"Cladribine","POLA1"
"Nelarabine","POLA1"
"MITIGARE","CNTN1"
"Colchicine","CNTN1"
"CROLIBULIN","CNTN1"
"TRASTUZUMAB-MCC-DM1 T-DM1","CNTN1"
"XYOTAX","CNTN1"
"Paclitaxel","CNTN1"
"ADCETRIS","CNTN1"
"COLCRYS","CNTN1"
"cAC10-vcMMAE","CNTN1"
"Taxol 100","CNTN1"
"VINBLASTINE","CNTN1"
"JEVTANA KIT","CNTN1"
"AL-208","CNTN1"
"EPC2407","CNTN1"
"CABAZITAXEL","CNTN1"
"FOSBRETABULIN","CNTN1"
"SAGOPILONE","CNTN1"
"AL-108","CNTN1"
"BRENTUXIMAB VEDOTIN","CNTN1"
"Milatuzumab","HLA-DRA"
"CHEMBL4692","HLA-DRA"
"RO4917838","SLC6A9"
"CHEMBL2337","SLC6A9"
"Satralizumab","IL6R"
"CHEMBL3137266","IL6R"
"CSL-360","IL6R"
"CHEMBL3712987","IL6R"
"Sarilumab","IL6R"
"Tocilizumab","IL6R"
"Tagraxofusp","IL6R"
"Kevzara","IL6R"
"SAR-153191","IL6R"
"REG-N88","IL6R"
"IL13-PE38","IL6R"
"CINTREDEKIN BESUDOTOX","IL6R"
"Pantoprazole Sodium","ATP4A"
"Protonix Iv","ATP4A"
"CHEMBL2095173","ATP4A"
"Esomeprazole Magnesium","ATP4A"
"NEXIUM","ATP4A"
"Nexium 24hr","ATP4A"
"H199/18 Magnesium Trihydrate","ATP4A"
"DEXLANSOPRAZOLE","ATP4A"
"T-168390","ATP4A"
"DEXILANT SOLUTAB","ATP4A"
"Kapidex","ATP4A"
"TAK-390","ATP4A"
"DEXILANT","ATP4A"
"ACIPHEX","ATP4A"
"Aciphex sprinkle","ATP4A"
"PARIET","ATP4A"
"RABEPRAZOLE SODIUM","ATP4A"
"LY-307640","ATP4A"
"LOSEC MUPS","ATP4A"
"OMERAN","ATP4A"
"MEZZOPRAM","ATP4A"
"Zanprol","ATP4A"
"H 168/68","ATP4A"
"Mopral","ATP4A"
"NEXIUM IV","ATP4A"
"H199/18 Sodium","ATP4A"
"Esomeprazole Sodium","ATP4A"
"ESOMEPRAZOLE STRONTIUM","ATP4A"
"FM0F67","ATP4A"
"Omeprazole Magnesium","ATP4A"
"PRILOSEC OTC","ATP4A"
"H 168/68 Magnesium","ATP4A"
"PREVACID IV","ATP4A"
"OPIREN","ATP4A"
"ZOTON","ATP4A"
"LANSOPRAZOLE","ATP4A"
"Digitoxoside","ATP4A"
"Nativelle Digitaline","ATP4A"
"Crystodigin","ATP4A"
"DIGITOXIN","ATP4A"
"DIGIMERCK","ATP4A"
"CHEMBL2095186","ATP4A"
"Deslanoside","ATP4A"
"Cedilanid-D","ATP4A"
"Desacetyl-Lanatoside C","ATP4A"
"Acetyldigitoxin","ATP4A"
"ACYLANID","ATP4A"
"Lanoxin-125","ATP4A"
"LANOXIN PEDIATRIC","ATP4A"
"Lanoxicaps","ATP4A"
"Lanoxin-PG","ATP4A"
"Esomeprazole","ATP4A"
"Potassium gluconate","ATP4A"
"Rabeprazole","ATP4A"
"Almitrine","ATP4A"
"Ciclopirox","ATP4A"
"Istaroxime","ATP4A"
"Magnesium acetate","ATP4A"
"Magnesium cation","ATP4A"
"Magnesium gluconate","ATP4A"
"Magnesium lactate","ATP4A"
"Magnesium levulinate","ATP4A"
"Ouabain","ATP4A"
"Potassium acetate","ATP4A"
"Potassium cation","ATP4A"
"Potassium sulfate","ATP4A"
"Rubidium Rb-82","ATP4A"
"Trichlormethiazide","ATP4A"
"NEXIUM CONTROL","ATP4A"
"PANTOLOC CONTROL","ATP4A"
"Nexium I.V.","ATP4A"
"Emozul","ATP4A"
"NORCYNT","NISCH"
"BE5895","NISCH"
"FISIOTENS","NISCH"
"CYNT","NISCH"
"Normatens","NISCH"
"BDF5896","NISCH"
"Nucynt","NISCH"
"PHYSIOTENS","NISCH"
"CHEMBL3923","NISCH"
"Agmatine","NISCH"
"Tizanidine","NISCH"
"Fibricor","RXRA"
"FENOFIBRIC ACID","RXRA"
"Lipanthyl","RXRA"
"Trilipix","RXRA"
"Supralip","RXRA"
"Lipofen","RXRA"
"Fenocor-67","RXRA"
"Fenogal","RXRA"
"Lofibra","RXRA"
"CHEMBL239","RXRA"
