"Id","Label","Class"
"ARQ 197","ARQ 197","DRUG"
"DISULFIRAM","DISULFIRAM","DRUG"
"CONATUMUMAB","CONATUMUMAB","DRUG"
"COBIMETINIB","COBIMETINIB","DRUG"
"MSC1936369A; AS703026; EMD 1036239","MSC1936369A; AS703026; EMD 1036239","DRUG"
"Femara","Femara","DRUG"
"BERZOSERTIB","BERZOSERTIB","DRUG"
"PATRITUMAB","PATRITUMAB","DRUG"
"XG1-048","XG1-048","DRUG"
"Zykadia","Zykadia","DRUG"
"PXD101","PXD101","DRUG"
"VEMURAFENIB","VEMURAFENIB","DRUG"
"AMG-761","AMG-761","DRUG"
"U3-1287","U3-1287","DRUG"
"HGS-ETR1","HGS-ETR1","DRUG"
"CS-1008","CS-1008","DRUG"
"Selinexor","Selinexor","DRUG"
"EMD-72000","EMD-72000","DRUG"
"LGX-818","LGX-818","DRUG"
"RU 38486","RU 38486","DRUG"
"BPI-9016M","BPI-9016M","DRUG"
"PLX-8394","PLX-8394","DRUG"
"TRA-8","TRA-8","DRUG"
"Sagopilone","Sagopilone","DRUG"
"MK-869","MK-869","DRUG"
"Pepcid preservative free","Pepcid preservative free","DRUG"
"TG01","TG01","DRUG"
"KW-0761","KW-0761","DRUG"
"SAR-256212","SAR-256212","DRUG"
"ALCLOMETASONE","ALCLOMETASONE","DRUG"
"CUDC-101","CUDC-101","DRUG"
"AV-299","AV-299","DRUG"
"Neoclarityn","Neoclarityn","DRUG"
"Pevonedistat","Pevonedistat","DRUG"
"MK-906","MK-906","DRUG"
"RG-7204","RG-7204","DRUG"
"GDC-0973","GDC-0973","DRUG"
"TIGATUZUMAB","TIGATUZUMAB","DRUG"
"OLARATUMAB","OLARATUMAB","DRUG"
"3003-005","3003-005","DRUG"
"ELIXOPHYLLIN","ELIXOPHYLLIN","DRUG"
"MK-0869","MK-0869","DRUG"
"EXEL-2819","EXEL-2819","DRUG"
"EC145","EC145","DRUG"
"MK-208","MK-208","DRUG"
"DEFACTINIB","DEFACTINIB","DRUG"
"NERATINIB","NERATINIB","DRUG"
"Imodium","Imodium","DRUG"
"HUMAX-CD38","HUMAX-CD38","DRUG"
"Anti-Dr5 Rhumab-Dr5","Anti-Dr5 Rhumab-Dr5","DRUG"
"PLX-4032","PLX-4032","DRUG"
"NSC-25953","NSC-25953","DRUG"
"MOGAMULIZUMAB","MOGAMULIZUMAB","DRUG"
"BMS-663513","BMS-663513","DRUG"
"AVL-301","AVL-301","DRUG"
"BPI-9016","BPI-9016","DRUG"
"L19SIP","L19SIP","DRUG"
"R-109339","R-109339","DRUG"
"XL-281","XL-281","DRUG"
"INNO-206","INNO-206","DRUG"
"SCH-900105","SCH-900105","DRUG"
"HUMAX-EGFR, 2F8","HUMAX-EGFR, 2F8","DRUG"
"MK-0966","MK-0966","DRUG"
"RG-7421","RG-7421","DRUG"
"LINTUZUMAB","LINTUZUMAB","DRUG"
"Daunorubicin","Daunorubicin","DRUG"
"BVD-523","BVD-523","DRUG"
"LY-2157299","LY-2157299","DRUG"
"Cerubidine","Cerubidine","DRUG"
"PF-04449913","PF-04449913","DRUG"
"Romiplostim","Romiplostim","DRUG"
"Tranylcypromine","Tranylcypromine","DRUG"
"Mylotarg","Mylotarg","DRUG"
"Nplate","Nplate","DRUG"
"Glasdegib","Glasdegib","DRUG"
"Idamycin","Idamycin","DRUG"
"Quizartinib","Quizartinib","DRUG"
"Venclexta","Venclexta","DRUG"
"ASP1517","ASP1517","DRUG"
"Mitoxantrone HCl","Mitoxantrone HCl","DRUG"
"DAUNOXOME","DAUNOXOME","DRUG"
"ROXADUSTAT","ROXADUSTAT","DRUG"
"Birinapant","Birinapant","DRUG"
"CC-90007 Free Base","CC-90007 Free Base","DRUG"
"Methylprednisolone Hemisuccinate","Methylprednisolone Hemisuccinate","DRUG"
"Luspatercept","Luspatercept","DRUG"
"ENASIDENIB","ENASIDENIB","DRUG"
"PF-4449913","PF-4449913","DRUG"
"Mitoxantrone","Mitoxantrone","DRUG"
"POL-6326","POL-6326","DRUG"
"Idarubicin","Idarubicin","DRUG"
"AG-221","AG-221","DRUG"
"Novantrone","Novantrone","DRUG"
"Ulixertinib","Ulixertinib","DRUG"
"E2.3","E2.3","DRUG"
"A27.15","A27.15","DRUG"
"Galunisertib","Galunisertib","DRUG"
"ABT-199","ABT-199","DRUG"
"REVOLADE","REVOLADE","DRUG"
"VRT-752271","VRT-752271","DRUG"
"Methylprednisolone succinate","Methylprednisolone succinate","DRUG"
"Huma-195-Gelonin","Huma-195-Gelonin","DRUG"
"TXA127","TXA127","DRUG"
"Etanercept","Etanercept","DRUG"
"Eltrombopag","Eltrombopag","DRUG"
"TL32711","TL32711","DRUG"
"ACE-536","ACE-536","DRUG"
"FG-4592","FG-4592","DRUG"
"Venetoclax","Venetoclax","DRUG"
"INCB-47986","INCB-47986","DRUG"
"TIOGUANINE","TIOGUANINE","DRUG"
"INCB-047986","INCB-047986","DRUG"
"MITOXANTRONE HYDROCHLORIDE","MITOXANTRONE HYDROCHLORIDE","DRUG"
"DOME-CORT","DOME-CORT","DRUG"
"Dexamethasone acetate","Dexamethasone acetate","DRUG"
"TRIPTORELIN","TRIPTORELIN","DRUG"
"Bismuth subsalicylate","Bismuth subsalicylate","DRUG"
"Obinutuzumab","Obinutuzumab","DRUG"
"NE-58095","NE-58095","DRUG"
"FOSTAMATINIB","FOSTAMATINIB","DRUG"
"Polatuzumab vedotin","Polatuzumab vedotin","DRUG"
"SMS-201-995","SMS-201-995","DRUG"
"CORTISONE","CORTISONE","DRUG"
"Forodesine","Forodesine","DRUG"
"HuMax-CD4","HuMax-CD4","DRUG"
"IDEC-IN2B8","IDEC-IN2B8","DRUG"
"Siplizumab","Siplizumab","DRUG"
"GALIXIMAB","GALIXIMAB","DRUG"
"SOTRASTAURIN","SOTRASTAURIN","DRUG"
"CLARITIN REDITABS","CLARITIN REDITABS","DRUG"
"VISILIZUMAB","VISILIZUMAB","DRUG"
"CORTONE","CORTONE","DRUG"
"Actonel","Actonel","DRUG"
"Corrective Suspension","Corrective Suspension","DRUG"
"CLARITYNE","CLARITYNE","DRUG"
"INEBILIZUMAB","INEBILIZUMAB","DRUG"
"Arzerra","Arzerra","DRUG"
"Iratumumab","Iratumumab","DRUG"
"VELTUZUMAB","VELTUZUMAB","DRUG"
"MLN9708","MLN9708","DRUG"
"HUMAB<CD20>","HUMAB<CD20>","DRUG"
"Adcetris","Adcetris","DRUG"
"HEFI-1","HEFI-1","DRUG"
"Humax-Cd20 2F2","Humax-Cd20 2F2","DRUG"
"Intron A HSA-free","Intron A HSA-free","DRUG"
"MARIZOMIB","MARIZOMIB","DRUG"
"Fiasp flextouch","Fiasp flextouch","DRUG"
"CORTELAN","CORTELAN","DRUG"
"MEDI-551","MEDI-551","DRUG"
"Brentuximab Vedotin","Brentuximab Vedotin","DRUG"
"CORTISTAB","CORTISTAB","DRUG"
"HMPL-523","HMPL-523","DRUG"
"TOSITUMOMAB","TOSITUMOMAB","DRUG"
"Sterane","Sterane","DRUG"
"Insulin aspart","Insulin aspart","DRUG"
"AFUTUZUMAB","AFUTUZUMAB","DRUG"
"Vumon","Vumon","DRUG"
"Norethindrone Acetate","Norethindrone Acetate","DRUG"
"Ixazomib citrate","Ixazomib citrate","DRUG"
"Gastro-Cote","Gastro-Cote","DRUG"
"Ro-5072759 HUMAB<CD20>","Ro-5072759 HUMAB<CD20>","DRUG"
"BLINATUMOMAB","BLINATUMOMAB","DRUG"
"Zevalin","Zevalin","DRUG"
"INTERFERON GAMMA-1B","INTERFERON GAMMA-1B","DRUG"
"GSK-1841157","GSK-1841157","DRUG"
"Children's Claritin","Children's Claritin","DRUG"
"Ninlaro","Ninlaro","DRUG"
"Decapeptyl","Decapeptyl","DRUG"
"Claritin","Claritin","DRUG"
"Inotuzumab ozogamicin","Inotuzumab ozogamicin","DRUG"
"COPANLISIB","COPANLISIB","DRUG"
"FIASP","FIASP","DRUG"
"YTTRIUM Y 90 EPRATUZUMAB","YTTRIUM Y 90 EPRATUZUMAB","DRUG"
"MEDI-538","MEDI-538","DRUG"
"RO 5072759 HUMAB<CD20>","RO 5072759 HUMAB<CD20>","DRUG"
"MILATUZUMAB","MILATUZUMAB","DRUG"
"ONTAK","ONTAK","DRUG"
"Fodosine","Fodosine","DRUG"
"HUMAX-CD20","HUMAX-CD20","DRUG"
"PROCORALAN","PROCORALAN","DRUG"
"ACTIMMUNE","ACTIMMUNE","DRUG"
"VM-26","VM-26","DRUG"
"Pepto-Bismol","Pepto-Bismol","DRUG"
"FERNISOLONE-P","FERNISOLONE-P","DRUG"
"PD 81565","PD 81565","DRUG"
"ACD79B-VCMMAE","ACD79B-VCMMAE","DRUG"
"GAZYVARO","GAZYVARO","DRUG"
"Pramidex","Pramidex","DRUG"
"Interferon gamma","Interferon gamma","DRUG"
"Cortisone Acetate","Cortisone Acetate","DRUG"
"Teniposide","Teniposide","DRUG"
"huM291","huM291","DRUG"
"R-935788","R-935788","DRUG"
"CAC10-VCMMAE","CAC10-VCMMAE","DRUG"
"Kytril","Kytril","DRUG"
"HAY-RITE","HAY-RITE","DRUG"
"GA-101","GA-101","DRUG"
"Aurothioglucose","Aurothioglucose","DRUG"
"CL 118,532","CL 118,532","DRUG"
"NORLUTATE","NORLUTATE","DRUG"
"AEB071","AEB071","DRUG"
"MDX-016","MDX-016","DRUG"
"LY-278584","LY-278584","DRUG"
"Clarityn","Clarityn","DRUG"
"Interferon Gamma-2A","Interferon Gamma-2A","DRUG"
"DCDS4501A","DCDS4501A","DRUG"
"INS NOVORAPID","INS NOVORAPID","DRUG"
"BEXXAR","BEXXAR","DRUG"
"MT-103","MT-103","DRUG"
"BRL-43694","BRL-43694","DRUG"
"KYPROLIS","KYPROLIS","DRUG"
"HA22","HA22","DRUG"
"Sancuso","Sancuso","DRUG"
"Mercaptopurine anhydrous","Mercaptopurine anhydrous","DRUG"
"IDEC-Y2B8","IDEC-Y2B8","DRUG"
"CL-118532","CL-118532","DRUG"
"GRANISETRON","GRANISETRON","DRUG"
"776C85","776C85","DRUG"
"AYGESTIN","AYGESTIN","DRUG"
"ISATUXIMAB","ISATUXIMAB","DRUG"
"Sandostatin","Sandostatin","DRUG"
"TAK-659","TAK-659","DRUG"
"SAR-650984","SAR-650984","DRUG"
"OFATUMUMAB","OFATUMUMAB","DRUG"
"NOVOLOG FLEXPEN","NOVOLOG FLEXPEN","DRUG"
"Palonosetron","Palonosetron","DRUG"
"RISEDRONIC ACID","RISEDRONIC ACID","DRUG"
"ALAVERT","ALAVERT","DRUG"
"BM 14.190","BM 14.190","DRUG"
"Octreotide","Octreotide","DRUG"
"HL 275","HL 275","DRUG"
"Cortisyl","Cortisyl","DRUG"
"R788 FREE ACID","R788 FREE ACID","DRUG"
"R-935788 Free acid","R-935788 Free acid","DRUG"
"CORTATE","CORTATE","DRUG"
"BRICICLIB","BRICICLIB","DRUG"
"Zanolimumab","Zanolimumab","DRUG"
"FCU2711","FCU2711","DRUG"
"R-7159","R-7159","DRUG"
"NUVION","NUVION","DRUG"
"Claritin Hives Relief Reditab","Claritin Hives Relief Reditab","DRUG"
"RO-5541077-000","RO-5541077-000","DRUG"
"HA20","HA20","DRUG"
"HUMAX-CD20, 2F2","HUMAX-CD20, 2F2","DRUG"
"R-788","R-788","DRUG"
"MDX-060","MDX-060","DRUG"
"HUMABCD20","HUMABCD20","DRUG"
"SCH-29851","SCH-29851","DRUG"
"SUSTOL","SUSTOL","DRUG"
"BCX-1777","BCX-1777","DRUG"
"RG-7596","RG-7596","DRUG"
"Loratadine","Loratadine","DRUG"
"NOVOLOG","NOVOLOG","DRUG"
"Barasertib","Barasertib","DRUG"
"Eniluracil","Eniluracil","DRUG"
"Claritin-D","Claritin-D","DRUG"
"CLARITYN RAPIDE","CLARITYN RAPIDE","DRUG"
"IDEC-Y2B8 IDEC-129","IDEC-Y2B8 IDEC-129","DRUG"
"2F2","2F2","DRUG"
"Loratadine Redidose","Loratadine Redidose","DRUG"
"IDEC-129","IDEC-129","DRUG"
"LIPEGFILGRASTIM","LIPEGFILGRASTIM","DRUG"
"MEDI-507","MEDI-507","DRUG"
"RG-7159","RG-7159","DRUG"
"ON-013105","ON-013105","DRUG"
"Roletra","Roletra","DRUG"
"Ro-5072759","Ro-5072759","DRUG"
"IMMUKIN","IMMUKIN","DRUG"
"CLARITIN HIVES RELIEF","CLARITIN HIVES RELIEF","DRUG"
"AZD-1152","AZD-1152","DRUG"
"NORETHIDRONE ACETATE","NORETHIDRONE ACETATE","DRUG"
"Risedronate","Risedronate","DRUG"
"IMMU-106","IMMU-106","DRUG"
"Bismukote","Bismukote","DRUG"
"IBRITUMOMAB TIUXETAN","IBRITUMOMAB TIUXETAN","DRUG"
"REMITOGEN SMART1D10","REMITOGEN SMART1D10","DRUG"
"RO5541077-000","RO5541077-000","DRUG"
"NPI-0052","NPI-0052","DRUG"
"Zevalin Kit-Indium-111","Zevalin Kit-Indium-111","DRUG"
"Dexamethasone phosphate","Dexamethasone phosphate","DRUG"
"IDEC-114","IDEC-114","DRUG"
"SGN-30","SGN-30","DRUG"
"ON 014185","ON 014185","DRUG"
"HCD-122","HCD-122","DRUG"
"SGN-40","SGN-40","DRUG"
"Elotuzumab","Elotuzumab","DRUG"
"DACETUZUMAB","DACETUZUMAB","DRUG"
"Erismodegib","Erismodegib","DRUG"
"Anti-KIR Antibody","Anti-KIR Antibody","DRUG"
"HULUC63","HULUC63","DRUG"
"PAMIDRONIC ACID","PAMIDRONIC ACID","DRUG"
"Indatuximab Ravtansine","Indatuximab Ravtansine","DRUG"
"SU-101","SU-101","DRUG"
"ACE-001","ACE-001","DRUG"
"BHQ-880","BHQ-880","DRUG"
"Antegran","Antegran","DRUG"
"BMS-901608","BMS-901608","DRUG"
"Lirilumab","Lirilumab","DRUG"
"LDE225","LDE225","DRUG"
"IPH2102","IPH2102","DRUG"
"Talmapimod","Talmapimod","DRUG"
"BT-062","BT-062","DRUG"
"Permitil","Permitil","DRUG"
"LEUPRORELIN","LEUPRORELIN","DRUG"
"HUS2C6","HUS2C6","DRUG"
"HWA-486","HWA-486","DRUG"
"SINGULAIR","SINGULAIR","DRUG"
"ULOCUPLUMAB","ULOCUPLUMAB","DRUG"
"ONX-0912","ONX-0912","DRUG"
"BI-505","BI-505","DRUG"
"BMS-936564","BMS-936564","DRUG"
"LY-2127399","LY-2127399","DRUG"
"Lucatumumab","Lucatumumab","DRUG"
"AN100226M","AN100226M","DRUG"
"SONIDEGIB","SONIDEGIB","DRUG"
"BB-10901","BB-10901","DRUG"
"Burixafor","Burixafor","DRUG"
"MDX-1338","MDX-1338","DRUG"
"GSK-2110183","GSK-2110183","DRUG"
"Tabalumab","Tabalumab","DRUG"
"SU-5416","SU-5416","DRUG"
"CX-4945","CX-4945","DRUG"
"CGP-23339AE","CGP-23339AE","DRUG"
"Arava","Arava","DRUG"
"PDL-063","PDL-063","DRUG"
"SAMALIZUMAB","SAMALIZUMAB","DRUG"
"SOTATERCEPT","SOTATERCEPT","DRUG"
"Pamidronate","Pamidronate","DRUG"
"Silmitasertib","Silmitasertib","DRUG"
"SULOL","SULOL","DRUG"
"ALXN-6000","ALXN-6000","DRUG"
"Prolixin","Prolixin","DRUG"
"Oprozomib","Oprozomib","DRUG"
"MK-476","MK-476","DRUG"
"ACE-011","ACE-011","DRUG"
"BMS-986015-01","BMS-986015-01","DRUG"
"TG-0054","TG-0054","DRUG"
"BMS-986015","BMS-986015","DRUG"
"BC8","BC8","DRUG"
"HUN901-DM1","HUN901-DM1","DRUG"
"CHIR-12.12","CHIR-12.12","DRUG"
"BC8 131I","BC8 131I","DRUG"
"Leuprolide","Leuprolide","DRUG"
"REGN910","REGN910","DRUG"
"Keselen","Keselen","DRUG"
"MA-1","MA-1","DRUG"
"LY2523355","LY2523355","DRUG"
"RG-7597","RG-7597","DRUG"
"Estromenin","Estromenin","DRUG"
"Palestrol","Palestrol","DRUG"
"GR-38032","GR-38032","DRUG"
"SOMATULINE AUTOGEL","SOMATULINE AUTOGEL","DRUG"
"CHLORPROMAZINE TANNATE","CHLORPROMAZINE TANNATE","DRUG"
"Fonatol","Fonatol","DRUG"
"Onapristone","Onapristone","DRUG"
"Catapres-Tts-1","Catapres-Tts-1","DRUG"
"M3","M3","DRUG"
"PPI-149","PPI-149","DRUG"
"Opddd","Opddd","DRUG"
"AV-203","AV-203","DRUG"
"TPI (FREEBASE)","TPI (FREEBASE)","DRUG"
"ADENOSCAN","ADENOSCAN","DRUG"
"SAR-125844","SAR-125844","DRUG"
"FE200486 (AS ACETATE SALT)","FE200486 (AS ACETATE SALT)","DRUG"
"Suprefact","Suprefact","DRUG"
"Duligotumab","Duligotumab","DRUG"
"Stilbestrol","Stilbestrol","DRUG"
"ZD1033","ZD1033","DRUG"
"THEICAL D-3","THEICAL D-3","DRUG"
"O,P'-DDD","O,P'-DDD","DRUG"
"Golvatinib","Golvatinib","DRUG"
"PF-05082566","PF-05082566","DRUG"
"Oxandrin","Oxandrin","DRUG"
"ALDACTONE","ALDACTONE","DRUG"
"WX-554","WX-554","DRUG"
"RU 23908","RU 23908","DRUG"
"Histrelin","Histrelin","DRUG"
"KERAL","KERAL","DRUG"
"Depo-Subq Provera 104","Depo-Subq Provera 104","DRUG"
"MEGESTROL","MEGESTROL","DRUG"
"R3827","R3827","DRUG"
"ICRUCUMAB","ICRUCUMAB","DRUG"
"Saridegib","Saridegib","DRUG"
"Telisotuzumab","Telisotuzumab","DRUG"
"LEVOBUPIVACAINE","LEVOBUPIVACAINE","DRUG"
"Sulindac","Sulindac","DRUG"
"SunVit-D3 20,000","SunVit-D3 20,000","DRUG"
"TAMPOVAGAN","TAMPOVAGAN","DRUG"
"ZD-1694","ZD-1694","DRUG"
"TCD-717","TCD-717","DRUG"
"Evacal D3","Evacal D3","DRUG"
"MORAB-004","MORAB-004","DRUG"
"Tribavirin","Tribavirin","DRUG"
"ERRIN","ERRIN","DRUG"
"AGS-22M6E","AGS-22M6E","DRUG"
"BDH 1298","BDH 1298","DRUG"
"POLYESTRADIOL PHOSPHATE","POLYESTRADIOL PHOSPHATE","DRUG"
"FORTUNAN","FORTUNAN","DRUG"
"Nilandron","Nilandron","DRUG"
"Ertumaxomab","Ertumaxomab","DRUG"
"Bicalutamide","Bicalutamide","DRUG"
"Haldol Solutab","Haldol Solutab","DRUG"
"Troxacitabine","Troxacitabine","DRUG"
"FARLUTAL","FARLUTAL","DRUG"
"17-1A","17-1A","DRUG"
"BIO-VITAMIN D3","BIO-VITAMIN D3","DRUG"
"Cubicole D3","Cubicole D3","DRUG"
"Patidegib","Patidegib","DRUG"
"LGD-1057","LGD-1057","DRUG"
"Largactil","Largactil","DRUG"
"FARLUTAL 500","FARLUTAL 500","DRUG"
"CATUMAXOMAB","CATUMAXOMAB","DRUG"
"ESTROGENINE","ESTROGENINE","DRUG"
"SCH 13521","SCH 13521","DRUG"
"CALDRINK D3","CALDRINK D3","DRUG"
"CI-880","CI-880","DRUG"
"MEGACE ES","MEGACE ES","DRUG"
"AD 32","AD 32","DRUG"
"MICRONOR HRT","MICRONOR HRT","DRUG"
"FULTIUM DAILY D3","FULTIUM DAILY D3","DRUG"
"Refametinib","Refametinib","DRUG"
"CHLORPROMAZINE PHENOLPHTHALINATE","CHLORPROMAZINE PHENOLPHTHALINATE","DRUG"
"Anastrozole","Anastrozole","DRUG"
"TIPIRACIL","TIPIRACIL","DRUG"
"DEPATUXIZUMAB MAFODOTIN","DEPATUXIZUMAB MAFODOTIN","DRUG"
"Degarelix","Degarelix","DRUG"
"Diethylstilbestrol","Diethylstilbestrol","DRUG"
"VIRAZOLE","VIRAZOLE","DRUG"
"NESVACUMAB","NESVACUMAB","DRUG"
"VANTICTUMAB","VANTICTUMAB","DRUG"
"Actilyse Cathflo","Actilyse Cathflo","DRUG"
"BGB-283","BGB-283","DRUG"
"Amsacrine","Amsacrine","DRUG"
"Suprecur","Suprecur","DRUG"
"Mitotane","Mitotane","DRUG"
"Depo-Provera Oncology","Depo-Provera Oncology","DRUG"
"JENCYCLA","JENCYCLA","DRUG"
"TOREMIFENE","TOREMIFENE","DRUG"
"Utomilumab","Utomilumab","DRUG"
"REBASTINIB","REBASTINIB","DRUG"
"Distilbene","Distilbene","DRUG"
"RALTITREXED","RALTITREXED","DRUG"
"Fosbretabulin","Fosbretabulin","DRUG"
"Naphazoline","Naphazoline","DRUG"
"RG-7334","RG-7334","DRUG"
"SERENACE","SERENACE","DRUG"
"ColeKal-D3","ColeKal-D3","DRUG"
"GSK-1070916","GSK-1070916","DRUG"
"HMPL-813","HMPL-813","DRUG"
"Provera","Provera","DRUG"
"Nphd3","Nphd3","DRUG"
"Diethylstilbestrol Diphosphate","Diethylstilbestrol Diphosphate","DRUG"
"EMD-1204831","EMD-1204831","DRUG"
"NATECAL D3","NATECAL D3","DRUG"
"ORIMETEN","ORIMETEN","DRUG"
"DLUX 400","DLUX 400","DRUG"
"MORAb-003","MORAb-003","DRUG"
"Dekristol","Dekristol","DRUG"
"EULEXIN","EULEXIN","DRUG"
"Dolpin","Dolpin","DRUG"
"Vigantoletten 500","Vigantoletten 500","DRUG"
"Doxercalciferol","Doxercalciferol","DRUG"
"Ravoxertinib","Ravoxertinib","DRUG"
"BMS-777607","BMS-777607","DRUG"
"CHIMAX","CHIMAX","DRUG"
"VIGANTOL","VIGANTOL","DRUG"
"GOSERELIN ACETATE","GOSERELIN ACETATE","DRUG"
"LITRONESIB","LITRONESIB","DRUG"
"ADGYN MEDRO","ADGYN MEDRO","DRUG"
"FE-200486","FE-200486","DRUG"
"ASCRINVACUMAB","ASCRINVACUMAB","DRUG"
"ADCAL-D3","ADCAL-D3","DRUG"
"CB7630","CB7630","DRUG"
"R-1625","R-1625","DRUG"
"Combipatch","Combipatch","DRUG"
"ACIFEROL D3","ACIFEROL D3","DRUG"
"ESTINYL","ESTINYL","DRUG"
"SunVit-D3 400","SunVit-D3 400","DRUG"
"ICI D1033","ICI D1033","DRUG"
"Edrecolomab","Edrecolomab","DRUG"
"SUNVIT-D3 1,000","SUNVIT-D3 1,000","DRUG"
"Nilotinib","Nilotinib","DRUG"
"Calcichew D3 Fte","Calcichew D3 Fte","DRUG"
"Stilboesterol","Stilboesterol","DRUG"
"Panretin","Panretin","DRUG"
"BI-811283","BI-811283","DRUG"
"Clorpres","Clorpres","DRUG"
"D-TRACETTEN","D-TRACETTEN","DRUG"
"MENZOL","MENZOL","DRUG"
"Stilbestroform","Stilbestroform","DRUG"
"Valstar","Valstar","DRUG"
"CH5132799","CH5132799","DRUG"
"Tasigna","Tasigna","DRUG"
"POLYEST PHOS","POLYEST PHOS","DRUG"
"NORETHIDRONE","NORETHIDRONE","DRUG"
"TOCTINO","TOCTINO","DRUG"
"RO5520985","RO5520985","DRUG"
"Adenocard","Adenocard","DRUG"
"ARQ-736","ARQ-736","DRUG"
"Haldol","Haldol","DRUG"
"SC-11585","SC-11585","DRUG"
"NORETHISTERONE","NORETHISTERONE","DRUG"
"Desmethylondansetron","Desmethylondansetron","DRUG"
"ANAVAR","ANAVAR","DRUG"
"MDV3100","MDV3100","DRUG"
"AGS-22ME","AGS-22ME","DRUG"
"Micronor","Micronor","DRUG"
"MEHD7945A","MEHD7945A","DRUG"
"ABT-414","ABT-414","DRUG"
"NORIDAY","NORIDAY","DRUG"
"PF-03446962","PF-03446962","DRUG"
"Ipafricept","Ipafricept","DRUG"
"NILUTAMIDE","NILUTAMIDE","DRUG"
"LEO 114","LEO 114","DRUG"
"D-VIT3","D-VIT3","DRUG"
"ICI-176334","ICI-176334","DRUG"
"COPEGUS","COPEGUS","DRUG"
"STILBOESTROL","STILBOESTROL","DRUG"
"Anadron","Anadron","DRUG"
"FLUTAMIDE","FLUTAMIDE","DRUG"
"THORAZINE","THORAZINE","DRUG"
"DESUNIN","DESUNIN","DRUG"
"Norlutin","Norlutin","DRUG"
"Activella","Activella","DRUG"
"L19IL2","L19IL2","DRUG"
"AGS-22CE","AGS-22CE","DRUG"
"Arimidex","Arimidex","DRUG"
"Dexketoprofen","Dexketoprofen","DRUG"
"Zytiga","Zytiga","DRUG"
"Tomudex","Tomudex","DRUG"
"HCBE-11","HCBE-11","DRUG"
"LG100057","LG100057","DRUG"
"CALCICHEW D3 ONCE DAILY","CALCICHEW D3 ONCE DAILY","DRUG"
"LYNORAL","LYNORAL","DRUG"
"Claudiximab","Claudiximab","DRUG"
"ZK-299","ZK-299","DRUG"
"IMAB-362","IMAB-362","DRUG"
"Farlutal 200","Farlutal 200","DRUG"
"ST-155BS","ST-155BS","DRUG"
"Hux D3","Hux D3","DRUG"
"Drogenil","Drogenil","DRUG"
"Sonazine","Sonazine","DRUG"
"MK-2461","MK-2461","DRUG"
"NCI-249992","NCI-249992","DRUG"
"AMN 107","AMN 107","DRUG"
"SunVit-D3 5,000","SunVit-D3 5,000","DRUG"
"MSC-2015103B","MSC-2015103B","DRUG"
"SC 10363","SC 10363","DRUG"
"ALRT-1057","ALRT-1057","DRUG"
"REMOVAB","REMOVAB","DRUG"
"Zofran","Zofran","DRUG"
"Incassia","Incassia","DRUG"
"POLYESTRADIOL PHOS PHOSPHATE","POLYESTRADIOL PHOS PHOSPHATE","DRUG"
"5071","5071","DRUG"
"KENTACE","KENTACE","DRUG"
"Ro-4987655","Ro-4987655","DRUG"
"CAMILA","CAMILA","DRUG"
"Hectorol","Hectorol","DRUG"
"ICI-118630","ICI-118630","DRUG"
"ASG-22ME","ASG-22ME","DRUG"
"Protium","Protium","DRUG"
"Apstil","Apstil","DRUG"
"Chlorpromazine Hibenzate","Chlorpromazine Hibenzate","DRUG"
"D-MAX","D-MAX","DRUG"
"Estrobene","Estrobene","DRUG"
"STILBETIN","STILBETIN","DRUG"
"DOZIC","DOZIC","DRUG"
"SAR-260301","SAR-260301","DRUG"
"CAPTOPRIL","CAPTOPRIL","DRUG"
"Lanreotide","Lanreotide","DRUG"
"Morphine","Morphine","DRUG"
"Utovlan","Utovlan","DRUG"
"Catapres-Tts-3","Catapres-Tts-3","DRUG"
"AMINOGLUTETHIMIDE","AMINOGLUTETHIMIDE","DRUG"
"TB-403","TB-403","DRUG"
"DEPO-PROVERA","DEPO-PROVERA","DRUG"
"FARLETUZUMAB","FARLETUZUMAB","DRUG"
"Larotrectinib","Larotrectinib","DRUG"
"Megace","Megace","DRUG"
"BUSERELIN","BUSERELIN","DRUG"
"OXANDROLONE","OXANDROLONE","DRUG"
"Duraclon","Duraclon","DRUG"
"AS-703988","AS-703988","DRUG"
"Supprelin","Supprelin","DRUG"
"ABIRATERONE ACETATE","ABIRATERONE ACETATE","DRUG"
"ACTIVASE","ACTIVASE","DRUG"
"HUMAX-IL8","HUMAX-IL8","DRUG"
"ZOLADEX","ZOLADEX","DRUG"
"Firmagon","Firmagon","DRUG"
"Entolimod","Entolimod","DRUG"
"SUNVIT-D3 10,000","SUNVIT-D3 10,000","DRUG"
"Cacit D3","Cacit D3","DRUG"
"MSX-122","MSX-122","DRUG"
"RG7221","RG7221","DRUG"
"SPIROSPARE 100","SPIROSPARE 100","DRUG"
"CB-313","CB-313","DRUG"
"VALSTAR PRESERVATIVE FREE","VALSTAR PRESERVATIVE FREE","DRUG"
"NEO-D","NEO-D","DRUG"
"PANOREX","PANOREX","DRUG"
"ST-155-BS","ST-155-BS","DRUG"
"Zuplenz","Zuplenz","DRUG"
"GSK-1059615","GSK-1059615","DRUG"
"RG-7842","RG-7842","DRUG"
"ICI 118,630","ICI 118,630","DRUG"
"ONTUXIZUMAB","ONTUXIZUMAB","DRUG"
"ZK-98299","ZK-98299","DRUG"
"Valrubicin","Valrubicin","DRUG"
"Cosudex","Cosudex","DRUG"
