"Source","Target","score"
"GIT2","HUNTINGTON DISEASE",0.0176
"DMD","HUNTINGTON DISEASE",0.0174444444444444
"ZBTB12","HUNTINGTON DISEASE",0.0174
"GIP","HUNTINGTON DISEASE",0.0174
"NPPA","HUNTINGTON DISEASE",0.0173
"SLCO6A1","HUNTINGTON DISEASE",0.0172
"MLF1","HUNTINGTON DISEASE",0.0172
"SFTPB","HUNTINGTON DISEASE",0.0172
"MAP2K4","HUNTINGTON DISEASE",0.0172
"ELAVL4","HUNTINGTON DISEASE",0.0171
"UBD","HUNTINGTON DISEASE",0.0168
"SERPINI1","HUNTINGTON DISEASE",0.0168
"IL6R","HUNTINGTON DISEASE",0.0168
"GRM1","HUNTINGTON DISEASE",0.0168
"TDO2","HUNTINGTON DISEASE",0.0168
"RAF1","HUNTINGTON DISEASE",0.0168
"TIMM23","HUNTINGTON DISEASE",0.0164
"STH","HUNTINGTON DISEASE",0.0164
"NTRK1","HUNTINGTON DISEASE",0.0164
"TRPV1","HUNTINGTON DISEASE",0.0164
"APLN","HUNTINGTON DISEASE",0.0164
"CHRFAM7A","HUNTINGTON DISEASE",0.0164
"TSPAN7","HUNTINGTON DISEASE",0.0164
"TARBP2","HUNTINGTON DISEASE",0.0164
"RBP4","HUNTINGTON DISEASE",0.0164
"SKIL","HUNTINGTON DISEASE",0.0164
"BMP2","HUNTINGTON DISEASE",0.0164
"FGF1","HUNTINGTON DISEASE",0.0164
"SOD2","HUNTINGTON DISEASE",0.0164
"PFN1","HUNTINGTON DISEASE",0.0164
"CAT","HUNTINGTON DISEASE",0.0163
"LRRK2","HUNTINGTON DISEASE",0.0161
"CFL1","HUNTINGTON DISEASE",0.016
"DRD5","HUNTINGTON DISEASE",0.016
"ABHD6","HUNTINGTON DISEASE",0.016
"RASA1","HUNTINGTON DISEASE",0.016
"NID1","HUNTINGTON DISEASE",0.016
"GRIK5","HUNTINGTON DISEASE",0.016
"CRTC1","HUNTINGTON DISEASE",0.016
"TNNT1","HUNTINGTON DISEASE",0.016
"CAPN1","HUNTINGTON DISEASE",0.016
"NUB1","HUNTINGTON DISEASE",0.016
"TFF3","HUNTINGTON DISEASE",0.0156
"FAM168B","HUNTINGTON DISEASE",0.0156
"NCOR1","HUNTINGTON DISEASE",0.0156
"SLC1A6","HUNTINGTON DISEASE",0.0156
"SLCO2A1","HUNTINGTON DISEASE",0.0154
"NPY4R","HUNTINGTON DISEASE",0.0152
"CCL19","HUNTINGTON DISEASE",0.0152
"PRKCB","HUNTINGTON DISEASE",0.0152
"GJA1","HUNTINGTON DISEASE",0.0152
"MBNL1","HUNTINGTON DISEASE",0.0152
"CGN","HUNTINGTON DISEASE",0.0152
"SERPINF1","HUNTINGTON DISEASE",0.0152
"SLC6A11","HUNTINGTON DISEASE",0.0152
"TREH","HUNTINGTON DISEASE",0.0152
"TLX2","HUNTINGTON DISEASE",0.0152
"KPNA1","HUNTINGTON DISEASE",0.0152
"SPARC","HUNTINGTON DISEASE",0.0152
"CSPP1","HUNTINGTON DISEASE",0.0152
"QPRT","HUNTINGTON DISEASE",0.0152
"FLT1","HUNTINGTON DISEASE",0.0152
"RANGAP1","HUNTINGTON DISEASE",0.0152
"NLRP1","HUNTINGTON DISEASE",0.0152
"BRAP","HUNTINGTON DISEASE",0.0152
"GLP1R","HUNTINGTON DISEASE",0.0151222222222222
"TMSB4X","HUNTINGTON DISEASE",0.0148
"GRK5","HUNTINGTON DISEASE",0.0148
"F5","HUNTINGTON DISEASE",0.0148
"PRPF40A","HUNTINGTON DISEASE",0.0148
"SLC2A4","HUNTINGTON DISEASE",0.0148
"DPP7","HUNTINGTON DISEASE",0.0148
"DDIT4","HUNTINGTON DISEASE",0.0148
"CAPN5","HUNTINGTON DISEASE",0.0148
"MAP1LC3B","HUNTINGTON DISEASE",0.0148
"CSAD","HUNTINGTON DISEASE",0.0148
"DCTN3","HUNTINGTON DISEASE",0.0148
"CALCOCO2","HUNTINGTON DISEASE",0.0148
"AGO2","HUNTINGTON DISEASE",0.0148
"STUB1","HUNTINGTON DISEASE",0.0148
"MCOLN1","HUNTINGTON DISEASE",0.0148
"REM1","HUNTINGTON DISEASE",0.0148
"TIMP2","HUNTINGTON DISEASE",0.0148
"MT-ND5","HUNTINGTON DISEASE",0.0144
"GPX6","HUNTINGTON DISEASE",0.0144
"ADA","HUNTINGTON DISEASE",0.0144
"HLA-DRB1","HUNTINGTON DISEASE",0.0144
"ZKSCAN3","HUNTINGTON DISEASE",0.0144
"RELN","HUNTINGTON DISEASE",0.0144
"ZDHHC9","HUNTINGTON DISEASE",0.0144
"CFAP54","HUNTINGTON DISEASE",0.0144
"EIF4EBP1","HUNTINGTON DISEASE",0.0144
"LAMP1","HUNTINGTON DISEASE",0.0144
"SRY","HUNTINGTON DISEASE",0.0144
"SPTBN2","HUNTINGTON DISEASE",0.0144
"HSPB3","HUNTINGTON DISEASE",0.0144
"ADRB2","HUNTINGTON DISEASE",0.0144
"ARMC4","HUNTINGTON DISEASE",0.0144
"TPP1","HUNTINGTON DISEASE",0.0144
"PCBD1","HUNTINGTON DISEASE",0.0144
"TSC1","HUNTINGTON DISEASE",0.0144
"ZDHHC12","HUNTINGTON DISEASE",0.0144
"BTG3","HUNTINGTON DISEASE",0.0144
"ZUP1","HUNTINGTON DISEASE",0.0144
"EIF4E","HUNTINGTON DISEASE",0.0144
"KCNA6","HUNTINGTON DISEASE",0.0144
"PPRC1","HUNTINGTON DISEASE",0.0144
"CDKN2A","HUNTINGTON DISEASE",0.0144
"CTDSP1","HUNTINGTON DISEASE",0.0144
"PSEN2","HUNTINGTON DISEASE",0.0144
"HDC","HUNTINGTON DISEASE",0.0144
"BRCA2","HUNTINGTON DISEASE",0.0144
"NEK1","HUNTINGTON DISEASE",0.0144
"SLC2A8","HUNTINGTON DISEASE",0.0144
"TXN","HUNTINGTON DISEASE",0.0144
"SLC9A5","HUNTINGTON DISEASE",0.0144
"CA1","HUNTINGTON DISEASE",0.0144
"NES","HUNTINGTON DISEASE",0.0144
"G6PC","HUNTINGTON DISEASE",0.0144
"KCNA5","HUNTINGTON DISEASE",0.0144
"HIP1","HUNTINGTON DISEASE",0.0144
"SPDEF","HUNTINGTON DISEASE",0.0144
"PI3","HUNTINGTON DISEASE",0.0144
"PDE1B","HUNTINGTON DISEASE",0.0144
"HMGCR","HUNTINGTON DISEASE",0.0144
"PFDN1","HUNTINGTON DISEASE",0.0144
"NEDD9","HUNTINGTON DISEASE",0.0144
"KCNA1","HUNTINGTON DISEASE",0.0144
"CD69","HUNTINGTON DISEASE",0.0144
"PPP3CB","HUNTINGTON DISEASE",0.0144
"TAX1BP1","HUNTINGTON DISEASE",0.0144
"DMPK","HUNTINGTON DISEASE",0.0144
"FCER2","HUNTINGTON DISEASE",0.0144
"TUSC3","HUNTINGTON DISEASE",0.0144
"MTHFSD","HUNTINGTON DISEASE",0.0144
"TSC2","HUNTINGTON DISEASE",0.0144
"GLA","HUNTINGTON DISEASE",0.0144
"ZDHHC15","HUNTINGTON DISEASE",0.0144
"PQBP1","HUNTINGTON DISEASE",0.0144
"FMR1","HUNTINGTON DISEASE",0.0144
"STS","HUNTINGTON DISEASE",0.0144
"HIF1A","HUNTINGTON DISEASE",0.0144
"ZDHHC8","HUNTINGTON DISEASE",0.0144
"LZTS3","HUNTINGTON DISEASE",0.0144
"FTL","HUNTINGTON DISEASE",0.0144
"PAK3","HUNTINGTON DISEASE",0.0144
"ZFYVE26","HUNTINGTON DISEASE",0.0144
"GBA2","HUNTINGTON DISEASE",0.0144
"GUCY2C","HUNTINGTON DISEASE",0.0144
"OAT","HUNTINGTON DISEASE",0.0144
"CP","HUNTINGTON DISEASE",0.0144
"NOS2","HUNTINGTON DISEASE",0.0144
"DNASE1L3","HUNTINGTON DISEASE",0.0142
"BACE1","HUNTINGTON DISEASE",0.014
"PLA2G6","HUNTINGTON DISEASE",0.014
"PTEN","HUNTINGTON DISEASE",0.014
"NDUFB8","HUNTINGTON DISEASE",0.014
"TCHP","HUNTINGTON DISEASE",0.014
"GNRHR","HUNTINGTON DISEASE",0.014
"NDUFS1","HUNTINGTON DISEASE",0.014
"RRS1","HUNTINGTON DISEASE",0.0139888888888889
"MORF4L1","HUNTINGTON DISEASE",0.0136
"CRISPLD2","HUNTINGTON DISEASE",0.0136
"FKTN","HUNTINGTON DISEASE",0.0128
"NMS","HUNTINGTON DISEASE",0.0124
"SSTR2","HUNTINGTON DISEASE",0.0124
"VWF","HUNTINGTON DISEASE",0.0124
"ST13","HUNTINGTON DISEASE",0.0124
"ELP1","HUNTINGTON DISEASE",0.0124
"ATF6B","HUNTINGTON DISEASE",0.012
"DPP4","HUNTINGTON DISEASE",0.012
"KRT74","HUNTINGTON DISEASE",0.012
"DONSON","HUNTINGTON DISEASE",0.012
"PNN","HUNTINGTON DISEASE",0.012
"CCT3","HUNTINGTON DISEASE",0.0116
"OSR1","HUNTINGTON DISEASE",0.0116
"HAND1","HUNTINGTON DISEASE",0.0116
"FSCN1","HUNTINGTON DISEASE",0.0116
"RAD23B","HUNTINGTON DISEASE",0.0112
"SYNM","HUNTINGTON DISEASE",0.0108
"CD163","HUNTINGTON DISEASE",0.0108
"DAB2","HUNTINGTON DISEASE",0.0108
"EIF2S1","HUNTINGTON DISEASE",0.0108
"UBA1","HUNTINGTON DISEASE",0.0108
"ZBTB16","HUNTINGTON DISEASE",0.0108
"CXCL12","HUNTINGTON DISEASE",0.0108
"PAM","HUNTINGTON DISEASE",0.0104
"CXCL9","HUNTINGTON DISEASE",0.0096
"SUPT4H1","HUNTINGTON DISEASE",0.0092
"RAB8A","HUNTINGTON DISEASE",0.0092
"CBS","HUNTINGTON DISEASE",0.0092
"VRTN","HUNTINGTON DISEASE",0.0092
"SCN1B","HUNTINGTON DISEASE",0.0092
"NOX4","HUNTINGTON DISEASE",0.0092
"ADCY10","HUNTINGTON DISEASE",0.0088
"FBLN5","HUNTINGTON DISEASE",0.0088
"NCL","HUNTINGTON DISEASE",0.00874444444444445
"SGPL1","HUNTINGTON DISEASE",0.0084
"CCT8","HUNTINGTON DISEASE",0.0084
"ERBB2","HUNTINGTON DISEASE",0.0084
"IDO1","HUNTINGTON DISEASE",0.0084
"TNPO1","HUNTINGTON DISEASE",0.0084
"CCT5","HUNTINGTON DISEASE",0.008
"UCN2","HUNTINGTON DISEASE",0.008
"MMRN1","HUNTINGTON DISEASE",0.008
"MTSS1","HUNTINGTON DISEASE",0.0078
"CFD","HUNTINGTON DISEASE",0.0076
"PACSIN1","HUNTINGTON DISEASE",0.0076
"SLC9A1","HUNTINGTON DISEASE",0.0076
"VCL","HUNTINGTON DISEASE",0.0076
"TAC1","HUNTINGTON DISEASE",0.007
"ZBTB18","HUNTINGTON DISEASE",0.0068
"PROK2","HUNTINGTON DISEASE",0.0068
"ANXA3","HUNTINGTON DISEASE",0.0068
"CYSTM1","HUNTINGTON DISEASE",0.0068
"SLC7A5","HUNTINGTON DISEASE",0.0068
"MSH2","HUNTINGTON DISEASE",0.0068
"COX8C","HUNTINGTON DISEASE",0.0064
"ATXN8OS","HUNTINGTON DISEASE",0.006
"GPR52","HUNTINGTON DISEASE",0.006
"MATN1","HUNTINGTON DISEASE",0.006
"GJD2","HUNTINGTON DISEASE",0.006
"RPE","HUNTINGTON DISEASE",0.0056
"MAP6","HUNTINGTON DISEASE",0.0056
"TRAF6","HUNTINGTON DISEASE",0.004
"CFP","HUNTINGTON DISEASE",0.004
"CRYAB","HUNTINGTON DISEASE",0.004
"PPIF","HUNTINGTON DISEASE",0.004
"XIAP","HUNTINGTON DISEASE",0.004
"LRRK2","PARKINSON'S DISEASE",1
"ATP13A2","PARKINSON'S DISEASE",1
"SNCA","PARKINSON'S DISEASE",1
"PARK7","PARKINSON'S DISEASE",1
"PINK1","PARKINSON'S DISEASE",1
"PRKN","PARKINSON'S DISEASE",1
"GBA","PARKINSON'S DISEASE",1
"PLA2G6","PARKINSON'S DISEASE",1
"DNAJC6","PARKINSON'S DISEASE",1
"FBXO7","PARKINSON'S DISEASE",1
"MAPT","PARKINSON'S DISEASE",1
"VPS35","PARKINSON'S DISEASE",1
"VPS13C","PARKINSON'S DISEASE",1
"UCHL1","PARKINSON'S DISEASE",1
"TMEM175","PARKINSON'S DISEASE",1
"DRD2","PARKINSON'S DISEASE",1
"HTRA2","PARKINSON'S DISEASE",1
"SCN2A","PARKINSON'S DISEASE",1
"DDC","PARKINSON'S DISEASE",1
"SNAP25","PARKINSON'S DISEASE",1
"SCN1A","PARKINSON'S DISEASE",1
"SCN4A","PARKINSON'S DISEASE",1
"SCN9A","PARKINSON'S DISEASE",1
"GRIA2","PARKINSON'S DISEASE",1
"SCN8A","PARKINSON'S DISEASE",1
"AVPR1B","PARKINSON'S DISEASE",1
"COMT","PARKINSON'S DISEASE",1
"ACHE","PARKINSON'S DISEASE",1
"HTR2A","PARKINSON'S DISEASE",1
"SLC6A3","PARKINSON'S DISEASE",1
"MAOB","PARKINSON'S DISEASE",1
"BCHE","PARKINSON'S DISEASE",1
"GRIN2A","PARKINSON'S DISEASE",1
"HTR1A","PARKINSON'S DISEASE",1
"DRD3","PARKINSON'S DISEASE",1
"GRIN2B","PARKINSON'S DISEASE",1
"HTR2C","PARKINSON'S DISEASE",1
"EIF4G1","PARKINSON'S DISEASE",1
"DRD1","PARKINSON'S DISEASE",1
"DRD4","PARKINSON'S DISEASE",1
"GRIN2D","PARKINSON'S DISEASE",1
"VDR","PARKINSON'S DISEASE",1
"ADORA2A","PARKINSON'S DISEASE",1
"CHRNA4","PARKINSON'S DISEASE",1
"GRIN2C","PARKINSON'S DISEASE",1
"SLC6A2","PARKINSON'S DISEASE",1
"DRD5","PARKINSON'S DISEASE",1
"ADRB2","PARKINSON'S DISEASE",1
"GRIA1","PARKINSON'S DISEASE",1
"GRIN1","PARKINSON'S DISEASE",1
"GRIA4","PARKINSON'S DISEASE",1
"CHRM3","PARKINSON'S DISEASE",1
"SCN5A","PARKINSON'S DISEASE",1
"GABRA1","PARKINSON'S DISEASE",1
"ADRA2B","PARKINSON'S DISEASE",1
"GABRQ","PARKINSON'S DISEASE",1
"GRIN3A","PARKINSON'S DISEASE",1
"HRH1","PARKINSON'S DISEASE",1
"ADRB3","PARKINSON'S DISEASE",1
"GABRD","PARKINSON'S DISEASE",1
"GABRA5","PARKINSON'S DISEASE",1
"SCN10A","PARKINSON'S DISEASE",1
"ADRA2C","PARKINSON'S DISEASE",1
"GABRG3","PARKINSON'S DISEASE",1
"CHRM2","PARKINSON'S DISEASE",1
"ADRA1D","PARKINSON'S DISEASE",1
"ADRA1B","PARKINSON'S DISEASE",1
"CHRM1","PARKINSON'S DISEASE",1
"MTNR1A","PARKINSON'S DISEASE",1
"SCN11A","PARKINSON'S DISEASE",1
"GABRB3","PARKINSON'S DISEASE",1
"AVPR1A","PARKINSON'S DISEASE",1
"GABRB1","PARKINSON'S DISEASE",1
"GABRG1","PARKINSON'S DISEASE",1
"CHRNB2","PARKINSON'S DISEASE",1
"SV2A","PARKINSON'S DISEASE",1
"SCN3A","PARKINSON'S DISEASE",1
"GABRA2","PARKINSON'S DISEASE",1
"ADRA2A","PARKINSON'S DISEASE",1
"CACNA1B","PARKINSON'S DISEASE",1
"GABRB2","PARKINSON'S DISEASE",1
"GABRA6","PARKINSON'S DISEASE",1
"SCN7A","PARKINSON'S DISEASE",1
"MTNR1B","PARKINSON'S DISEASE",1
"AVPR2","PARKINSON'S DISEASE",1
"GRIA3","PARKINSON'S DISEASE",1
"ADRA1A","PARKINSON'S DISEASE",1
"GRIN3B","PARKINSON'S DISEASE",1
"CLCN2","PARKINSON'S DISEASE",1
"GABRG2","PARKINSON'S DISEASE",1
"GABRA4","PARKINSON'S DISEASE",1
"GABRE","PARKINSON'S DISEASE",1
"GABRP","PARKINSON'S DISEASE",1
"ADRB1","PARKINSON'S DISEASE",1
"GABRA3","PARKINSON'S DISEASE",1
"SLC6A4","PARKINSON'S DISEASE",0.977862573076696
"OPRM1","PARKINSON'S DISEASE",0.975030555555556
"CHCHD2","PARKINSON'S DISEASE",0.961376377158951
"BST1","PARKINSON'S DISEASE",0.95935326744856
"MCCC1","PARKINSON'S DISEASE",0.917863625310951
"HRH3","PARKINSON'S DISEASE",0.889074651943185
"GCH1","PARKINSON'S DISEASE",0.888636659357482
"CCDC62","PARKINSON'S DISEASE",0.87762386767269
"OPRK1","PARKINSON'S DISEASE",0.875
"RIT2","PARKINSON'S DISEASE",0.86857072222529
"NUCKS1","PARKINSON'S DISEASE",0.838714348799038
"GIGYF2","PARKINSON'S DISEASE",0.820008728286834
"DNAJC13","PARKINSON'S DISEASE",0.816508346293797
"FAM47E","PARKINSON'S DISEASE",0.81398571944073
"FAM47E-STBD1","PARKINSON'S DISEASE",0.80528571944073
"CNR1","PARKINSON'S DISEASE",0.802561719047076
"GPNMB","PARKINSON'S DISEASE",0.795052416666667
"INPP5F","PARKINSON'S DISEASE",0.784311016760614
"CACNA1C","PARKINSON'S DISEASE",0.779122222222222
"ADORA1","PARKINSON'S DISEASE",0.776022222222222
"ADORA3","PARKINSON'S DISEASE",0.772222222222222
"ADORA2B","PARKINSON'S DISEASE",0.772222222222222
"CACNA1D","PARKINSON'S DISEASE",0.772222222222222
"CACNA1F","PARKINSON'S DISEASE",0.772222222222222
"CACNA1S","PARKINSON'S DISEASE",0.772222222222222
"WNT3","PARKINSON'S DISEASE",0.76364489939759
"GAK","PARKINSON'S DISEASE",0.749906972254917
"STK39","PARKINSON'S DISEASE",0.721705970541504
"NDUFAF2","PARKINSON'S DISEASE",0.706377966478773
"PRIM1","PARKINSON'S DISEASE",0.7
"POLE","PARKINSON'S DISEASE",0.7
"POLD4","PARKINSON'S DISEASE",0.7
"POLE3","PARKINSON'S DISEASE",0.7
"PRIM2","PARKINSON'S DISEASE",0.7
"OPRD1","PARKINSON'S DISEASE",0.7
"POLD2","PARKINSON'S DISEASE",0.7
"POLA1","PARKINSON'S DISEASE",0.7
"POLE2","PARKINSON'S DISEASE",0.7
"POLD3","PARKINSON'S DISEASE",0.7
"POLD1","PARKINSON'S DISEASE",0.7
"POLA2","PARKINSON'S DISEASE",0.7
"NSF","PARKINSON'S DISEASE",0.699075762107709
"TMEM229B","PARKINSON'S DISEASE",0.685779084932716
"PODXL","PARKINSON'S DISEASE",0.665
"ACMSD","PARKINSON'S DISEASE",0.662443888904948
"SH3GL2","PARKINSON'S DISEASE",0.655199450858075
"LINC02210-CRHR1","PARKINSON'S DISEASE",0.65
"CNTN1","PARKINSON'S DISEASE",0.65
"SNCAIP","PARKINSON'S DISEASE",0.641738418738438
"BCKDK","PARKINSON'S DISEASE",0.639383191807587
"SIPA1L2","PARKINSON'S DISEASE",0.637081342183376
"SPPL2C","PARKINSON'S DISEASE",0.631067674779749
"MIR4697","PARKINSON'S DISEASE",0.63
"IGSF9B","PARKINSON'S DISEASE",0.63
"KRTCAP2","PARKINSON'S DISEASE",0.625
"DGKQ","PARKINSON'S DISEASE",0.620260996878027
"TBC1D24","PARKINSON'S DISEASE",0.6125
"SLC2A13","PARKINSON'S DISEASE",0.591252842526442
"HLA-DRA","PARKINSON'S DISEASE",0.570099929228174
"CTSB","PARKINSON'S DISEASE",0.551046779150042
"HLA-DQB1","PARKINSON'S DISEASE",0.542633333333333
"SYT17","PARKINSON'S DISEASE",0.521982824590963
"TMEM230","PARKINSON'S DISEASE",0.513495875634624
"RAB39B","PARKINSON'S DISEASE",0.50778705748695
"HLA-DRB1","PARKINSON'S DISEASE",0.5036
"PKP2","PARKINSON'S DISEASE",0.501
"MT-ND1","PARKINSON'S DISEASE",0.499536805555556
"GLUD2","PARKINSON'S DISEASE",0.49855
"AC093525.2","PARKINSON'S DISEASE",0.49
"MT-ND6","PARKINSON'S DISEASE",0.49
"TNK2","PARKINSON'S DISEASE",0.49
"DDRGK1","PARKINSON'S DISEASE",0.487604849854574
"H2BC13","PARKINSON'S DISEASE",0.480824750036134
"DLG2","PARKINSON'S DISEASE",0.474451756942294
"ITPKB","PARKINSON'S DISEASE",0.470722033521227
"SREBF1","PARKINSON'S DISEASE",0.46985761525348
"RAB25","PARKINSON'S DISEASE",0.455917600346881
"MAP4K4","PARKINSON'S DISEASE",0.446377966478772
"FGF20","PARKINSON'S DISEASE",0.439725124478721
"GPR65","PARKINSON'S DISEASE",0.435316157924296
"MMRN1","PARKINSON'S DISEASE",0.419405999855466
"ITGA8","PARKINSON'S DISEASE",0.417772269397471
"RAB29","PARKINSON'S DISEASE",0.403174766682179
"S1PR1","PARKINSON'S DISEASE",0.390773250252934
"KLHL7","PARKINSON'S DISEASE",0.389965666811201
"APOE","PARKINSON'S DISEASE",0.384306584818496
"KANSL1","PARKINSON'S DISEASE",0.350866100563682
"TIAL1","PARKINSON'S DISEASE",0.350762624842678
"IP6K2","PARKINSON'S DISEASE",0.348649491257629
"CAMK2D","PARKINSON'S DISEASE",0.343367666522133
"ITGA2B","PARKINSON'S DISEASE",0.341869533882562
"TOX3","PARKINSON'S DISEASE",0.340833333333333
"TMPRSS9","PARKINSON'S DISEASE",0.336291550383221
"SLC18A2","PARKINSON'S DISEASE",0.329268284683351
"PGAM5","PARKINSON'S DISEASE",0.328817434466775
"BIN3","PARKINSON'S DISEASE",0.325991412295481
"ITIH1","PARKINSON'S DISEASE",0.325991412295481
"CTSD","PARKINSON'S DISEASE",0.324796027164243
"PDE10A","PARKINSON'S DISEASE",0.322186262728399
"SPR","PARKINSON'S DISEASE",0.321947296233308
"CYP19A1","PARKINSON'S DISEASE",0.321595240448184
"IREB2","PARKINSON'S DISEASE",0.319685017888637
"CHORDC1","PARKINSON'S DISEASE",0.318253546233308
"HTT","PARKINSON'S DISEASE",0.317392733810036
"TH","PARKINSON'S DISEASE",0.316274448661338
"ADCY5","PARKINSON'S DISEASE",0.314939657344419
"UBE3A","PARKINSON'S DISEASE",0.313553546233308
"CA8","PARKINSON'S DISEASE",0.312946779150042
"LTN1","PARKINSON'S DISEASE",0.31278483640778
"LMNA","PARKINSON'S DISEASE",0.312480488382068
"INS","PARKINSON'S DISEASE",0.310179414366262
"SIX1","PARKINSON'S DISEASE",0.310093163909275
"AGAP1","PARKINSON'S DISEASE",0.310045751599382
"BAHCC1","PARKINSON'S DISEASE",0.309953546233308
"SYNGAP1","PARKINSON'S DISEASE",0.309953546233308
"SLC6A9","PARKINSON'S DISEASE",0.309953546233308
"HGS","PARKINSON'S DISEASE",0.309953546233308
"ATP2A2","PARKINSON'S DISEASE",0.309953546233308
"PEX13","PARKINSON'S DISEASE",0.309953546233308
"UNC79","PARKINSON'S DISEASE",0.309953546233308
"FOXP2","PARKINSON'S DISEASE",0.309953546233308
"BCAT2","PARKINSON'S DISEASE",0.309953546233308
"GLI2","PARKINSON'S DISEASE",0.309953546233308
"EML1","PARKINSON'S DISEASE",0.309953546233308
"HEXB","PARKINSON'S DISEASE",0.309953546233308
"FOXP3","PARKINSON'S DISEASE",0.309953546233308
"MAP6","PARKINSON'S DISEASE",0.3076844
"SLC12A6","PARKINSON'S DISEASE",0.306336062068531
"GLP1R","PARKINSON'S DISEASE",0.305788920993656
"NTAN1","PARKINSON'S DISEASE",0.302359410430839
"MECP2","PARKINSON'S DISEASE",0.301636622222222
"GRM5","PARKINSON'S DISEASE",0.299447372392831
"GALC","PARKINSON'S DISEASE",0.296894444444444
"PAM","PARKINSON'S DISEASE",0.29469425574345
"DOK7","PARKINSON'S DISEASE",0.292136622222222
"VAMP1","PARKINSON'S DISEASE",0.292136622222222
"SLC12A5","PARKINSON'S DISEASE",0.292136622222222
"ADGRG6","PARKINSON'S DISEASE",0.292136622222222
"KHDRBS2","PARKINSON'S DISEASE",0.292136622222222
"LGI1","PARKINSON'S DISEASE",0.292136622222222
"INPP4A","PARKINSON'S DISEASE",0.292136622222222
"ZNF165","PARKINSON'S DISEASE",0.290288700187894
"GBF1","PARKINSON'S DISEASE",0.290288700187894
"OR9Q1","PARKINSON'S DISEASE",0.289965666811201
"ZNF646","PARKINSON'S DISEASE",0.277244067042455
"CAB39L","PARKINSON'S DISEASE",0.277244067042455
"PRICKLE1","PARKINSON'S DISEASE",0.276700999855466
"DMD","PARKINSON'S DISEASE",0.272616788888889
"LYST","PARKINSON'S DISEASE",0.271108333333333
"EEF1A2","PARKINSON'S DISEASE",0.270805990243248
"HMGCR","PARKINSON'S DISEASE",0.269072441609977
"PSAP","PARKINSON'S DISEASE",0.268719444444444
"CLCN1","PARKINSON'S DISEASE",0.265019444444444
"PLP1","PARKINSON'S DISEASE",0.265019444444444
"MKKS","PARKINSON'S DISEASE",0.262841111111111
"CNKSR3","PARKINSON'S DISEASE",0.261982824590963
"SATB1","PARKINSON'S DISEASE",0.260232333477867
"SPTSSB","PARKINSON'S DISEASE",0.26
"KCNN3","PARKINSON'S DISEASE",0.257632333477867
"CSF2","PARKINSON'S DISEASE",0.256739859052988
"ESR1","PARKINSON'S DISEASE",0.252010903625694
"ESR2","PARKINSON'S DISEASE",0.251904383306744
"SGCA","PARKINSON'S DISEASE",0.250155066536306
"ABL1","PARKINSON'S DISEASE",0.25
"CEP290","PARKINSON'S DISEASE",0.24245
"CNGA2","PARKINSON'S DISEASE",0.24245
"UBR3","PARKINSON'S DISEASE",0.24245
"ADCY3","PARKINSON'S DISEASE",0.24245
"FYN","PARKINSON'S DISEASE",0.241728291653879
"FDFT1","PARKINSON'S DISEASE",0.24
"RBMS3","PARKINSON'S DISEASE",0.239324745628815
"AGRN","PARKINSON'S DISEASE",0.2371
"NR2E1","PARKINSON'S DISEASE",0.2369
"NDRG1","PARKINSON'S DISEASE",0.2364
"USP14","PARKINSON'S DISEASE",0.2361
"PRAG1","PARKINSON'S DISEASE",0.233333333333333
"CHKB-CPT1B","PARKINSON'S DISEASE",0.2327
"SMN2","PARKINSON'S DISEASE",0.2327
"CTSF","PARKINSON'S DISEASE",0.2327
"SMN1","PARKINSON'S DISEASE",0.2327
"SPTBN4","PARKINSON'S DISEASE",0.2327
"PLAA","PARKINSON'S DISEASE",0.2327
"LRRC8A","PARKINSON'S DISEASE",0.2327
"LAMC1","PARKINSON'S DISEASE",0.2327
"AGTPBP1","PARKINSON'S DISEASE",0.2327
"SPART","PARKINSON'S DISEASE",0.2327
"SYNE1","PARKINSON'S DISEASE",0.2327
"QKI","PARKINSON'S DISEASE",0.2327
"MET","PARKINSON'S DISEASE",0.2327
"GABPB1","PARKINSON'S DISEASE",0.2327
"CHKB","PARKINSON'S DISEASE",0.2327
"ARHGAP10","PARKINSON'S DISEASE",0.2327
"AGL","PARKINSON'S DISEASE",0.23095
"SGCG","PARKINSON'S DISEASE",0.23095
"PRDM15","PARKINSON'S DISEASE",0.229711299812106
"PTCHD1","PARKINSON'S DISEASE",0.2294
"HDC","PARKINSON'S DISEASE",0.2286
"LTK","PARKINSON'S DISEASE",0.228479084932716
"S100B","PARKINSON'S DISEASE",0.223645083193554
"KTN1","PARKINSON'S DISEASE",0.223299000144534
"RFX4","PARKINSON'S DISEASE",0.223299000144534
"PLEKHM1","PARKINSON'S DISEASE",0.218874977337539
"PPARG","PARKINSON'S DISEASE",0.216375909517097
"PTGS2","PARKINSON'S DISEASE",0.215149294402309
"NQO1","PARKINSON'S DISEASE",0.213989496559207
"MED13","PARKINSON'S DISEASE",0.213264666955735
"USP25","PARKINSON'S DISEASE",0.211194958320545
"RAP2A","PARKINSON'S DISEASE",0.210034333188799
"MAP3K10","PARKINSON'S DISEASE",0.2092
"SIGMAR1","PARKINSON'S DISEASE",0.2087
"NR3C2","PARKINSON'S DISEASE",0.2059
"MAP3K13","PARKINSON'S DISEASE",0.2051
"CSF3R","PARKINSON'S DISEASE",0.2046
